"key","edition","sender","senderID","senderPlace","senderPlaceID","senderDate","senderDateText","addressee","addresseeID","addresseePlace","addresseePlaceID","addresseeDate","addresseeDateText","page","note"
"1","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1666-09-21","21. September 1666","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"2","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1666-11-01","1. November 1666","Balthasar Scheidt","http://d-nb.info/gnd/101010893","Straßburg","http://www.geonames.org/2973783","","","",""
"3","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1666-11-16","16. November 1666","Balthasar Bebel","http://d-nb.info/gnd/11609902X","Straßburg","http://www.geonames.org/2973783","","","",""
"4","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-04-09","9. April 1667","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"5","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-04-09","9. April 1667","Elias Veiel","http://d-nb.info/gnd/117360201","Ulm","http://www.geonames.org/2820256","","","",""
"6","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","[1667-03..1667-06]","[Frühjahr 1667]","[einen Frankfurter Bürger]","","","","","","",""
"7","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-07-31","31. Juli 1667","Balthasar Scheidt","http://d-nb.info/gnd/101010893","Straßburg","http://www.geonames.org/2973783","","","",""
"8","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-08-01","1. August 1667","Johann Heinrich Boecler","http://d-nb.info/gnd/116217014","Straßburg","http://www.geonames.org/2973783","","","",""
"9","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-08-23","23. August 1667","Johann Heinrich Boecler","http://d-nb.info/gnd/116217014","Straßburg","http://www.geonames.org/2973783","","","",""
"10","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-09-23","23. September 1667","[Johann Michael Dilherr]","http://d-nb.info/gnd/118525697","[Nürnberg]","http://www.geonames.org/2861650","","","",""
"11","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","[..1667-09-29]","[vor 29. September 1667]","[einen Frankfurter Bürger]","","","","","","",""
"12","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-10-18","18. Oktober 1667","[einen Frankfurter Bürger]","","","","","","",""
"13","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-10-18","18. Oktober 1667","[Johann Michael Dilherr]","http://d-nb.info/gnd/118525697","[Nürnberg]","http://www.geonames.org/2861650","","","",""
"14","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-11-09","9. November 1667","[einen Frankfurter Bürger]","","","","","","",""
"15","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667-12-13","13. Dezember 1667","[einen Frankfurter Bürger]","","","","","","",""
"16","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1667","[1667?]","[einen Unbekannten]","","","","","","",""
"17","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-02-05","5. Februar 1668","[einen Frankfurter Bürger]","","","","","","",""
"18","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-03-19","19. März 1668","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"19","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-03-30","30. März 1668","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"20","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-07-24","24. Juli 1668","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"21","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-08-10","10. August 1668","Elias Veiel","http://d-nb.info/gnd/117360201","Ulm","http://www.geonames.org/2820256","","","",""
"22","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-08-22","22. August 1668","Johann Matthäus Faber","http://d-nb.info/gnd/100793037","Neuenstadt","http://www.geonames.org/2865560","","","",""
"23","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-09-30","30. September 1668","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"24","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-10-06","6. Oktober 1668","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"25","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-10-16","16. Oktober 1668","[einen Straßburger Studienfreund]","","","","","","",""
"26","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-10-19","19. Oktober 1668","[Tobias Wagner]","http://d-nb.info/gnd/115393056","[Tübingen]","http://www.geonames.org/2820860","","","",""
"27","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-10-24","24. Oktober 1668","[Johann Conrad Brotbeck]","http://d-nb.info/gnd/124148891","[Tübingen]","http://www.geonames.org/2820860","","","",""
"28","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-11-07","7. November 1668","Johann Matthäus Faber","http://d-nb.info/gnd/100793037","Neuenstadt","http://www.geonames.org/2865560","","","",""
"29","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-12-02","2. Dezember 1668","Johann Heinrich Boecler","http://d-nb.info/gnd/116217014","Straßburg","http://www.geonames.org/2973783","","","",""
"30","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1668-12-04","4. Dezember 1668","[Meno Hanneken]","http://d-nb.info/gnd/117494968","[Lübeck?]","http://www.geonames.org/2875601","","","",""
"31","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-01-02","2. Januar 1669","[einen Theologen?]","","","","","","",""
"32","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-02-18","18. Februar 1669","[einen kursächsischen Theologen?]","","","","","","",""
"33","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-03-03","3. März 1669","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"34","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-03-05","5. März 1669","[einen Frankfurter Bürger]","","","","","","",""
"35","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-03-06","6. März 1669","Christian Ludwig Graf von Waldeck-Pyrmont","http://d-nb.info/gnd/104194723","Kleinern (Christiansburg)","http://www.geonames.org/2889179","","","",""
"36","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-04-02","2. April 1669","Johann Heinrich Boecler","http://d-nb.info/gnd/116217014","Straßburg","http://www.geonames.org/2973783","","","",""
"37","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-06-26","26. Juni 1669","Elias Veiel","http://d-nb.info/gnd/117360201","Ulm","http://www.geonames.org/2820256","","","",""
"38","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-07-22","22. Juli 1669","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"39","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669/1670","[1669/70]","[einen Freund]","","","","","","",""
"40","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-07-24","24. Juli 1669","[Landgraf Ernst von Hessen-Rheinfels]","http://d-nb.info/gnd/118963287","[Rheinfels?]","http://www.geonames.org/2847637","","","",""
"41","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-09-14","14. September 1669","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"42","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-09-17","17. September 1669","Johann Jacob Müller","http://d-nb.info/gnd/13142744X","Jena","http://www.geonames.org/2895044","","","",""
"43","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-09-29","29. September 1669","Johann Heinrich Boecler","http://d-nb.info/gnd/116217014","Straßburg","http://www.geonames.org/2973783","","","",""
"44","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-10-06","6. Oktober 1669","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"45","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-10-29","29. Oktober 1669","Elias Veiel","http://d-nb.info/gnd/117360201","Ulm","http://www.geonames.org/2820256","","","",""
"46","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-11-29","29. November 1669","[Johann Fecht]","http://d-nb.info/gnd/100280560","[Durlach]","http://www.geonames.org/2934469","","","",""
"47","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-12-10","10. Dezember 1669","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"48","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-12-17","17. Dezember 1669","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"49","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-12-21","21. Dezember 1669","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","[Straßburg]","http://www.geonames.org/2973783","","","",""
"50","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1669-12-28","28. Dezember 1669","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"51","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-01-03","3. Januar 1670","Christian Ludwig Graf von Waldeck-Pyrmont","http://d-nb.info/gnd/104194723","Kleinern (Christiansburg)","http://www.geonames.org/2889179","","","",""
"52","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-01-15","15. Januar 1670","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"53","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-01-29","29. Januar 1670","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","[Straßburg]","http://www.geonames.org/2973783","","","",""
"54","SpBr-F-1","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","[Straßburg]","http://www.geonames.org/2973783","1670-02-04","4. Februar 1670","[Philipp Jakob Spener]","http://d-nb.info/gnd/118616099","","","","","",""
"55","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-02-15","15. Februar 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"56","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-02-27","27. Februar 1670","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","[Straßburg]","http://www.geonames.org/2973783","","","",""
"57","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-03-04","4. März 1670","Christian Ludwig Graf von Waldeck-Pyrmont","http://d-nb.info/gnd/104194723","Kleinern (Christiansburg)","http://www.geonames.org/2889179","","","",""
"58","SpBr-F-1","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","Straßburg","http://www.geonames.org/2973783","1670-03-10","10. März 1670","[Philipp Jakob Spener]","http://d-nb.info/gnd/118616099","","","","","",""
"59","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-03-26","26. März 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"60","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-04-13","13. April 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"61","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-04-14","14. April 1670","[Christian II. von Pfalz-Birkenfeld]|[seine Gemahlin Katharina Agathe]","http://d-nb.info/gnd/120188651","[Bischweiler]","http://www.geonames.org/3032544","","","",""
"62","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-05-10","10. Mai 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"63","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-05-10","10. Mai 1670","Elias Veiel","http://d-nb.info/gnd/117360201","Ulm","http://www.geonames.org/2820256","","","",""
"64","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-05-26","26. Mai 1670","[Johann Melchior Stenger]","http://d-nb.info/gnd/121094413","[Erfurt]","http://www.geonames.org/2929670","","","",""
"65","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-05","[Mai?] 1670","[Daniel Hartnack]","http://d-nb.info/gnd/120752808","[Erfurt]","http://www.geonames.org/2929670","","","",""
"66","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-05-31","31. Mai 1670","[Jeremias Balthasar Ludwig]","http://d-nb.info/gnd/117283223","[Gotha]","http://www.geonames.org/2918752","","","",""
"67","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-06-11","11. Juni 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"68","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-06-11","11. Juni 1670","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","[Straßburg]","http://www.geonames.org/2973783","","","",""
"69","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-06-14","14. Juni 1670","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"70","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-06-14","[14. Juni] 1670","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"71","SpBr-F-1","[Sebastian Schmidt]","http://d-nb.info/gnd/117514691","Griesbach","http://www.geonames.org/3206151","1670-06-25","25. Juni 1670","[Philipp Jakob Spener]","http://d-nb.info/gnd/118616099","","","","","",""
"71a","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","[Frankfurt a. M.]","http://www.geonames.org/2925533","1670-07-06","6. Juli 1670","Rat zu Erfurt","","","","","","",""
"72","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-07-20","20. Juli 1670","Rat zu Erfurt","","","","","","",""
"73","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-08-16","16. August 1670","Johann Caspar Bauhin","http://d-nb.info/gnd/116087285","Basel","http://www.geonames.org/2661604","","","",""
"74","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-08-16","[16.] August 1670","[Johann Melchior Stenger]","http://d-nb.info/gnd/121094413","[Erfurt]","http://www.geonames.org/2929670","","","",""
"75","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-08-18","18. August 1670","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"76","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-08-23","23. August 1670","[Zacharias Hogel]","http://d-nb.info/gnd/125001746","[Erfurt]","http://www.geonames.org/2929670","","","",""
"76a","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","[Frankfurt a. M.]","http://www.geonames.org/2925533","1670-09-07","7. September 1670","Rat zu Erfurt","","","","","","",""
"77","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-09-20","20. September 1670","Jacob Henning","http://d-nb.info/gnd/116716428","Greifswald","http://www.geonames.org/2917788","","","",""
"78","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-09-20","20. September 1670","[Abraham Calov]","http://d-nb.info/gnd/119177323","[Wittenberg]","http://www.geonames.org/7303020","","","",""
"78a","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","[Frankfurt a. M.]","http://www.geonames.org/2925533","1670-09-24","24. September 1670","Rat zu Erfurt","","","","","","",""
"79","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-09-27","27. September 1670","[Johann Melchior Stenger]","http://d-nb.info/gnd/121094413","[Erfurt]","http://www.geonames.org/2929670","","","",""
"80","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-10-07","7. Oktober 1670","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"81","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-10-15","15. Oktober 1670","Balthasar Scheidt","http://d-nb.info/gnd/101010893","Straßburg","http://www.geonames.org/2973783","","","",""
"82","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-10-27","27. Oktober 1670","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"83","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-11-09","9. November 1670","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"84","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","[1670-09..1670-12]","[Herbst 1670]","[Balthasar Bebel]","http://d-nb.info/gnd/11609902X","[Straßburg]","http://www.geonames.org/2973783","","","",""
"85","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-11-30","30. November 1670","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"86","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-12-09","9. Dezember 1670","Philipp Ludwig Hanneken","http://d-nb.info/gnd/115396128","Gießen","http://www.geonames.org/2920512","","","",""
"87","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1670-12-31","31. Dezember 1670","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"88","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-07","7. Januar 1671","[Johann Melchior Stenger]","http://d-nb.info/gnd/121094413","[Erfurt]","http://www.geonames.org/2929670","","","",""
"89","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-10","10. Januar 1671","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"90","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-10","10. Januar 1671","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"91","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-20","20. Januar 1671","[Balthasar Bebel]","http://d-nb.info/gnd/11609902X","[Straßburg]","http://www.geonames.org/2973783","","","",""
"92","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-24","24. Januar 1671","[Christian Kortholt]","http://d-nb.info/gnd/116341793","[Kiel]","http://www.geonames.org/2891122","","","",""
"93","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-01-28","28. Januar 1671","Johann Ludwig Hartmann","http://d-nb.info/gnd/100160921","Rothenburg o.T.","http://www.geonames.org/2844056","","","",""
"94","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-02-07","7. Februar 1671","Thomas Steger","http://d-nb.info/gnd/12236869X","Leipzig","http://www.geonames.org/2879139","","","",""
"95","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-02-16","16. Februar 1671","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"96","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-03-08","8. März 1671","Gottfried Wilhelm Leibniz","http://d-nb.info/gnd/118571249","Mainz","http://www.geonames.org/2874225","","","",""
"97","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-03-10","10. März 1671","[einen Freund]","","[der Mark Brandenburg]","http://www.geonames.org/2945356","","","",""
"98","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","[1671-03,1671-04]","[März/April? 1671]","[Johann Olearius]","http://d-nb.info/gnd/10413660X","[Halle a.S.]","http://www.geonames.org/2911522","","","",""
"99","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-04-06","6. April 1671","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"100","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-04-10","[10. April 1671]","[Johann Melchior Stenger]","http://d-nb.info/gnd/121094413","[Erfurt]","http://www.geonames.org/2929670","","","",""
"101","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-05-05","5. Mai 1671","Gottlieb Spizel","http://d-nb.info/gnd/118616315","Augsburg","http://www.geonames.org/2954172","","","",""
"102","SpBr-F-1","Philipp Jakob Spener","http://d-nb.info/gnd/118616099","Frankfurt a. M.","http://www.geonames.org/2925533","1671-06-03","3. Juni 1671","[Johann Fecht]","http://d-nb.info/gnd/100280560","[Durlach]","http://www.geonames.org/2934469","","","",""
